"","YEAR","state_name","staterate_year","time_since_legalization","state_pop","time_leg_chunked"
"424",2009,"IN",0.0179621188708874,NA,6459325,NA
"425",2009,"KS",0.00673850297810129,NA,2832704,NA
"426",2009,"KY",0.010932819098165,NA,4317074,NA
"427",2009,"LA",0.00697342117297164,NA,4491648,NA
"428",2009,"MA",0.0375880515588419,6,6517613,6
"429",2009,"MD",0.0167989316924031,NA,5730388,NA
"430",2009,"ME",0.0233549739366245,NA,132959,NA
"431",2009,"MI",0.00715246076809127,NA,9901591,NA
"432",2009,"MN",0.0172813122575981,NA,5281203,NA
"433",2009,"MO",0.0171889415110714,NA,5961088,NA
"434",2009,"MS",0.00393887109263189,NA,2958774,NA
"435",2009,"MT",0.0020378583215209,NA,983982,NA
"436",2009,"NC",0.0291116100905347,NA,9449566,NA
"437",2009,"ND",0.000701333445850786,NA,664968,NA
"438",2009,"NE",0.00288173921571534,NA,1812683,NA
"439",2009,"NH",0.00516363876880058,0,1316102,NA
"440",2009,"NJ",0.0259835488840816,NA,8755602,NA
"441",2009,"NM",0.0073987827588291,NA,2036802,NA
"442",2009,"NV",0.00946401019043199,NA,2684665,NA
"443",2009,"NY",0.0704937045344913,NA,19307066,NA
"444",2009,"OH",0.0350142148315488,NA,11528896,NA
"445",2009,"OK",0.00871364042235098,NA,3717572,NA
"446",2009,"OR",0.0226456578336665,NA,38086,NA
"447",2009,"PA",0.0385174609220425,NA,12666858,NA
"448",2009,"RI",0.00357280924528539,NA,1053646,NA
"449",2009,"SC",0.0111255432483256,NA,4589872,NA
"450",2009,"SD",0.000827915579979952,NA,807067,NA
"451",2009,"TN",0.0180396646827863,NA,6306019,NA
"452",2009,"TX",0.064564871062982,NA,24801761,NA
"453",2009,"UT",0.00578514564357892,NA,2723421,NA
"454",2009,"VA",0.0241612223044563,NA,7925937,NA
"455",2009,"VT",0.0050553027080594,0,624817,NA
"456",2009,"WA",0.0311392049957749,NA,6667426,NA
"457",2009,"WI",0.0174398250201562,NA,5669264,NA
"458",2009,"WV",0.00448055139633778,NA,1847775,NA
"459",2009,"WY",0.00107879908906479,NA,559851,NA
"460",2010,"AK",0.00163481703634614,NA,713982,NA
"461",2010,"AL",0.00942074733514548,NA,4785514,NA
"462",2010,"AR",0.00644565432067758,NA,2921998,NA
"463",2010,"AZ",0.0267347383779007,NA,6407342,NA
"464",2010,"CA",0.155137515283599,NA,3731955,NA
"465",2010,"CO",0.0221465193352505,NA,5047539,NA
"466",2010,"CT",0.0155182038931935,2,3579173,2
"467",2010,"DC",0.00532913821624565,1,605282,2
"468",2010,"DE",0.00264972789201074,NA,899647,NA
"469",2010,"FL",0.0689968137050639,NA,18846143,NA
"470",2010,"GA",0.0289232469384284,NA,9712209,NA
"471",2010,"HI",0.0043279269446845,NA,1364004,NA
"472",2010,"IA",0.00593648644483235,1,3050819,2
"473",2010,"ID",0.00214170164817413,NA,1570819,NA
"474",2010,"IL",0.0368142073820209,NA,12840545,NA
"475",2010,"IN",0.0181450991450318,NA,6490555,NA
"476",2010,"KS",0.00568076087490111,NA,2858266,NA
"477",2010,"KY",0.0116309469038369,NA,4348464,NA
"478",2010,"LA",0.00928375149411089,NA,4544635,NA
"479",2010,"MA",0.0382321143367289,7,656644,7
"480",2010,"MD",0.0192798813616017,NA,5788784,NA
"481",2010,"ME",0.024812230075382,NA,1327651,NA
"482",2010,"MI",0.00792977593188567,NA,9877597,NA
